id:1,锈渍铁剑,下一次造成的伤害提升25%（血量低于10时才能使用）
id:3513,大五行擒仙手,513.0
id:3514,驱阵,514.0
id:3515,御阵,515.0
id:3516,以阵破阵,516.0
id:3517,遁去的一,517.0
id:3518,驱物术,518.0
id:3519,灵力护罩,519.0
id:3520,猛鬼探空手,520.0
id:3521,五鬼附身术,521.0
id:3522,啖魂术,522.0
id:3523,血祭噬魂术,523.0
id:3524,血影分神术,524.0
id:3525,封印术,525.0
id:3526,寂灭指,526.0
id:3527,八极崩,527.0
id:3528,袭魂术,528.0
id:3529,凝剑诀,529.0
id:3530,裂气斩,530.0
id:3531,截灵手,532.0
id:3532,悬灵术,533.0
id:3533,乱刃,534.0
id:3534,气疗,535.0
id:3535,灵息术,536.0
id:3536,眨眼剑法,537.0
id:3537,逆天七魔刀,538.0
id:3538,阴阳瞳,539.0
id:3539,风灵劲,540.0
id:3540,罗烟步,541.0
id:3541,暗雷劲,542.0
id:3542,摧血掌,544.0
id:3543,三寸真元掌,545.0
id:3544,牵灵咒,546.0
id:3545,迷踪步,547.0
id:3546,分影手,548.0
id:3547,聚元咒,549.0
id:3548,吞灵咒,550.0
id:3549,归元咒,551.0
id:3550,灭灵掌,553.0
id:3551,大吞灭术,554.0
id:3555,炼魔咒,555.0
id:3556,无影腿,556.0
id:3557,灵犀掌,557.0
id:3558,回风印,558.0
id:3559,血影术,559.0
id:3560,唤影箓,560.0
id:3561,驱影术,561.0
id:3562,乱影杀,562.0
id:3563,鬼影重重,563.0
id:3564,影匿,564.0
id:3565,九幽刺,565.0
id:3566,炼影箓,567.0
id:3567,噬影,568.0
id:3568,影杀,566.0
id:3569,天魔解体,569.0
id:3570,真龙血怒,570.0
id:3571,玄阴劲,571.0
id:3572,镇魂掌,572.0
id:3601,惊魂咒,601.0
id:3602,扰魂术,602.0
id:3603,凝神咒,603.0
id:3604,噬魂诀,604.0
id:3605,隐匿术,605.0
id:3606,刺魂术,606.0
id:3607,神念诀,607.0
id:3608,燃魂咒,608.0
id:3609,矢神刺,609.0
id:3610,折星哺气诀,610.0
id:3611,太清幻术,611.0
id:3612,星微神灭诀,612.0
id:3613,星耀凝魂诀,613.0
id:3614,星辰神念体,614.0
id:3615,苍云荫月,615.0
id:3616,月曝寒辉,616.0
id:3617,月华流照,617.0
id:3618,清月露华体,618.0
id:3619,蚀神刺,619.0
id:3620,浴血咒,620.0
id:3621,血魂煞,621.0
id:3701,御剑术,701.0
id:3702,荡魔剑诀,702.0
id:3703,白帝圣剑,703.0
id:3704,五行天罡,704.0
id:3705,剑罡诀,705.0
id:3706,天剑诀,706.0
id:3707,碎剑诀,707.0
id:3708,拟剑,708.0
id:3709,金虹剑法,709.0
id:3710,竹山剑法,710.0
id:3711,星河剑法,711.0
id:3712,离火剑法,712.0
id:3713,化尘剑法,713.0
id:3714,万剑诀,714.0
id:3715,九转游身剑,715.0
id:3716,护体剑罡,718.0
id:3717,斩天剑,717.0
id:3719,破魔剑,719.0
id:3720,人剑,720.0
id:3721,地剑,721.0
id:3722,天剑,722.0
id:3723,阴阳两仪剑,723.0
id:3724,三才归元剑,724.0
id:3725,人灭剑,725.0
id:3726,地绝剑,726.0
id:3727,天煞剑,727.0
id:3801,聚灵阵,801.0
id:3802,大五行阵,802.0
id:3803,太阴奇门阵,803.0
id:3804,金虹剑阵,804.0
id:3805,赤炎灵阵,805.0
id:3806,都天烈火仙阵,806.0
id:3807,九龙神火罩,807.0
id:3808,降魔锁骨阵,808.0
id:3809,五毒摄魂阵,809.0
id:3810,土相仙阵,810.0
id:3811,九宫颠倒阵,811.0
id:3812,灵水仙阵,812.0
id:3813,霜天寒月阵,813.0
id:3814,星河剑阵,814.0
id:3815,土葬迷尘阵,815.0
id:3816,土葬轮转阵,816.0
id:3817,混元引气阵,817.0
id:3818,天罡剑阵,818.0
id:3819,地煞剑阵,819.0
id:3820,玄武剑阵,820.0
id:3821,诛仙剑阵,821.0
id:3822,奇门化劫阵,822.0
id:3823,落魂阵,823.0
id:3824,拘灵阵,824.0
id:3825,拘魂阵,825.0
id:3826,共劫化生阵,826.0
id:3827,落石阵,827.0
id:3828,九宫杀阵,828.0
id:3829,小迷踪阵,829.0
id:3830,三才剑阵,830.0
id:3831,炙炎三才阵,831.0
id:3832,愈灵阵,832.0
id:3833,酆都鬼蜮,833.0
id:3901,调息,1115.0
id:3902,气沉丹田,1116.0
id:3903,逆行经脉,1117.0
id:3904,抱元守一,1118.0
id:3905,小周天吐纳,1119.0
id:3906,大周天吐纳,1120.0
id:3907,灼脉术,1122.0
id:3908,裂丹诀,1123.0
id:3909,蓄灵印,1124.0
id:3910,通脉术,1125.0
id:3911,破丹诀,1126.0
id:3912,分神术,1129.0
id:3913,逆周天结婴术,1130.0
id:3914,润脉术,1133.0
id:3915,清心咒,1134.0
id:3916,化神,1141.0
id:3917,化凡,1142.0
id:3918,淬体法,1143.0
id:3919,塑魂法,1144.0
id:3920,涌泉法,1145.0
id:3921,意守法,1146.0
id:3922,定元咒,1147.0
id:3923,忘凡咒,1148.0
id:3924,感应法,1149.0
id:3925,九龙天雷火,1150.0
id:4001,天刃诀,1.0
id:4002,养刀术,2.0
id:4003,藏剑诀,3.0
id:4004,金虹剑诀,4.0
id:4005,金罡炼体诀,5.0
id:4006,溯金真法,6.0
id:4007,一气分神功,7.0
id:4008,朝元御金诀,8.0
id:4009,两仪灵刃诀,9.0
id:4010,天晶诀,10.0
id:4011,太阴六虚功,11.0
id:4012,重剑诀,12.0
id:4013,奔雷诀,13.0
id:4014,神剑诀,14.0
id:4015,七杀剑诀,15.0
id:4016,重元如意体,16.0
id:4017,生生造化诀,17.0
id:4018,重元无锋功,18.0
id:4019,金芒诀,19.0
id:4020,流光真决,20.0
id:4021,金翎托天功,21.0
id:4022,藏离诀,22.0
id:4023,重元轮转诀,23.0
id:4101,生木诀,101.0
id:4102,青藤诀,102.0
id:4103,春草诀,103.0
id:4104,青蛇要诀,104.0
id:4105,枯木功,105.0
id:4106,太阴玄毒功,106.0
id:4107,大衍诀,107.0
id:4108,回春诀,108.0
id:4109,五毒蚀心诀,109.0
id:4110,太乙玄功,110.0
id:4111,长春通玄录,111.0
id:4112,鸩羽诀,112.0
id:4113,万木诀,113.0
id:4114,万象寄生诀,114.0
id:4115,万象缠身诀,115.0
id:4116,上青诀,116.0
id:4117,九冲图集,117.0
id:4118,青鸾转生诀,118.0
id:4119,阳春百花诀,119.0
id:4120,血毒经,120.0
id:4201,沧海诀,201.0
id:4202,水雾诀,202.0
id:4203,化雨诀,203.0
id:4204,灵水诀,204.0
id:4205,幻雾真法,205.0
id:4206,怒涛诀,206.0
id:4207,天星化海诀,207.0
id:4208,龙象吞海诀,208.0
id:4209,冰霜诀,209.0
id:4210,狂澜诀,210.0
id:4211,游神御水诀,211.0
id:4212,天星润水诀,212.0
id:4213,玄水真法,213.0
id:4214,黑水真法,214.0
id:4215,问水剑典,215.0
id:4216,乾坤化剑诀,216.0
id:4217,浪击诀,217.0
id:4218,水灵妙法,218.0
id:4219,重水普渡诀,219.0
id:4220,裂冰诀,220.0
id:4221,玄武吐纳术,221.0
id:4222,冰魄经,222.0
id:4223,星河剑典,223.0
id:4301,弄焰诀,301.0
id:4302,化焰诀,302.0
id:4303,魔焰诀,303.0
id:4304,熔盾诀,304.0
id:4305,叠焰诀,305.0
id:4306,燃焰诀,306.0
id:4307,煮海诀,307.0
id:4308,焚天功,308.0
id:4309,涅槃诀,309.0
id:4310,三阳玄火变,310.0
id:4311,焚心诀,311.0
id:4312,真阳功,312.0
id:4313,烈焰诀,313.0
id:4314,引火决,314.0
id:4315,焚阳诀,315.0
id:4316,陨日轮炎决,316.0
id:4317,玄阳哺焰诀,317.0
id:4318,泰阳功,318.0
id:4319,幽炎决,319.0
id:4401,撼山诀,401.0
id:4402,化尘诀,402.0
id:4403,地元炼体功,403.0
id:4404,象甲功,404.0
id:4405,聚尘诀,405.0
id:4406,混元引气诀,406.0
id:4407,万尘归灵诀,407.0
id:4408,三才化甲诀,408.0
id:4409,三转炼山诀,409.0
id:4410,混元尘引录,410.0
id:4411,四象天引录,411.0
id:4412,土象归一诀,412.0
id:4413,凝沙诀,413.0
id:4414,土御诀,414.0
id:4415,五藏炼尘功,415.0
id:4416,元戎飞沙决,416.0
id:4417,化尘真诀,417.0
id:4501,吐纳功法,501.0
id:4502,敛息术,502.0
id:4503,大帝轮华经,503.0
id:4504,玄清天衍录,504.0
id:4505,奇门遁甲录,505.0
id:4506,禾山经,506.0
id:4507,凌云诀,507.0
id:4508,飞云劲,508.0
id:4509,玉云功,509.0
id:4510,冰心诀,510.0
id:4511,少阳诀,511.0
id:4512,紫霄功,512.0
id:4513,浑天术,513.0
id:4514,紫阳混元劲,514.0
id:4515,宝塔观想法,515.0
id:4516,九玄内经,516.0
id:4517,吞日神猿变,517.0
id:4518,太上化龙诀,518.0
id:4519,忘忧诀·残,519.0
id:4520,白帝剑诀,520.0
id:4521,青莲剑诀,521.0
id:4522,剑术要诀,522.0
id:4523,御剑九诀,523.0
id:4524,飞星剑诀,524.0
id:4525,太乙剑诀,525.0
id:4526,太阴剑诀,526.0
id:4527,神门度气诀,527.0
id:4528,夺灵诀,528.0
id:4529,蛮牛护体诀,529.0
id:4530,金刚移山诀,530.0
id:4531,五方天地诀,531.0
id:4532,五内观想法,532.0
id:4533,龟息术,534.0
id:4534,蓄灵诀,535.0
id:4535,五府锻元决,536.0
id:4536,长生诀,537.0
id:4537,幻影神行诀,538.0
id:4538,玄门引气真诀,539.0
id:4539,通宝合元诀,540.0
id:4540,大罗千幻诀,541.0
id:4541,九纹轮回诀,542.0
id:4542,灭灵诀,543.0
id:4544,砺剑诀,544.0
id:4545,九转,545.0
id:4546,剑典-人道篇,546.0
id:4547,剑典-地道篇,547.0
id:4548,剑典-天道篇,548.0
id:4549,神玄炼体决,549.0
id:4550,胎息经,550.0
id:4551,九龙引雷诀,551.0
id:4552,真龙九变,552.0
id:4553,太上化龙真诀,553.0
id:4554,静气诀,554.0
id:4555,疾风劲,555.0
id:4601,轻身术,801.0
id:4602,御风术,802.0
id:4603,血遁,803.0
id:4604,御剑飞行,804.0
id:4701,唤魔经,701.0
id:4702,心魔秘术,702.0
id:4703,狱血魔经,703.0
id:4704,燃魂诀,707.0
id:4705,小须弥禁法,708.0
id:4706,忘忧诀,709.0
id:4707,乾坤百巧经,710.0
id:4708,血剑典-人灭,711.0
id:4709,血剑典-地绝,712.0
id:4710,血剑典-天煞,713.0
id:4711,泣血歌,714.0
id:4712,五幽炼神诀,705.0
id:4713,玄神经,706.0
id:4714,浮尘炼心诀,715.0
id:4715,方圆,716.0
id:4716,四方愈灵图,717.0
id:4717,魔典,718.0
id:4718,炼魔策,719.0
id:4719,魔神锻体决,720.0
id:4720,炼血策,721.0
id:4721,魔狱典,722.0
id:4722,天魔录,723.0
id:4723,魍魉鬼卷,724.0
id:4724,魑魅鬼卷,725.0
id:4725,唤影典,726.0
id:4726,万影录,727.0
id:4727,通幽冥图,728.0
id:4728,渊血冥图,729.0
id:4729,神威录,730.0
id:4730,神蚀法,731.0
id:4731,神威式,732.0
id:4732,月破引虚诀,733.0
id:4733,罗睺振魂诀,734.0
id:4734,广微凝月功,735.0
id:4735,先天魔物,984.0
id:4736,不灭魔灵,985.0
id:4737,渊血之力,986.0
id:4738,天魔之力,987.0
id:5001,化瘀丹,生命值+20
id:5002,洗髓丹,修为+180
id:5003,生骨丹,生命值+40
id:5004,冰心丹,心境+1
id:5005,凝神丹,下场战斗中神识+1
id:5006,龙虎丹,下场战斗第一回合造成的伤害+1
id:5007,引灵丹,下场战斗开始时，额外吸收1点灵气
id:5008,聚甲丹,下场战斗开始时，获得【护罩】*5
id:5009,龟灵丹,下场战斗开始时，获得【减伤】*1
id:5101,培元丹,生命值+70
id:5102,养气丹,修为+553
id:5103,疾行丹,本场战斗中遁速+5
id:5104,黄龙丹,生命值+130
id:5105,炼血丹,修为+2000
id:5106,三阳丹,本场战斗中造成的火系伤害+1
id:5107,葵水丹,本场战斗中造成的水系伤害+1
id:5108,锐金丹,本场战斗中造成的金系伤害+1
id:5109,乙木丹,本场战斗中造成的木系伤害+1
id:5110,厚土丹,本场战斗中造成的土系伤害+1
id:5111,净血丹,丹毒-2
id:5112,明心丹,心境+4
id:5113,御剑丹,下场战斗开始时，获得【剑气】*1
id:5114,真金丹,下场战斗开始时，获得【易伤】*1，金系灵根权重+10
id:5115,森木丹,下场战斗开始时，获得【中毒】*1，木系灵根权重+10
id:5116,生水丹,下场战斗开始时，获得【霜冻】*1，水系灵根权重+10
id:5117,聚火丹,下场战斗开始时，获得【灼烧】*1，火系灵根权重+10
id:5118,玄土丹,下场战斗开始时，获得【滞气】*1，土系灵根权重+10
id:5119,续命丹,寿元+5
id:5120,炼甲丹,下场战斗开始时，获得【护罩】*10
id:5121,龟甲丹,下场战斗中受到的技能伤害减一
id:5201,回元丹,生命值+150
id:5202,九转丹,修为+5940，境界不足筑基期时服用，额外获得30丹毒。
id:5203,清蕴丹,下场战斗中免疫【中毒】（持续3回合）
id:5204,冰元丹,下场战斗中免疫【灼烧】（持续3回合）
id:5205,筑基丹,筑基开始时，额外吸收一点灵气。
id:5206,养魂丹,神识+1
id:5207,启灵丹,悟性+1
id:5208,草还丹,资质+1
id:5209,锻体丹,生命值上限+3
id:5210,御风丹,遁速+1
id:5211,延寿丹,寿元+10
id:5212,清脉丹,丹毒-10
id:5213,幻心玄丹,心境+6
id:5214,溯金丹,下场战斗开始时，金系灵根权重+30
id:5215,万木丹,下场战斗开始时，木系灵根权重+30
id:5216,玄水丹,下场战斗开始时，水系灵根权重+30
id:5217,真阳丹,下场战斗开始时，火系灵根权重+30
id:5218,地元丹,下场战斗开始时，土系灵根权重+30
id:5219,奕剑丹,下场战斗开始时，获得【剑气】*5
id:5220,凝金丹,在凝液成丹阶段，金系灵根权重+20
id:5221,凝木丹,在凝液成丹阶段，木系灵根权重+20
id:5222,凝水丹,在凝液成丹阶段，水系灵根权重+20
id:5223,凝火丹,在凝液成丹阶段，火系灵根权重+20
id:5224,凝土丹,在凝液成丹阶段，土系灵根权重+20
id:5225,玄武丹,下场战斗中受到的技能伤害-4
id:5226,金元丹,金系灵根权重永久+2
id:5227,木元丹,木系灵根权重永久+2
id:5228,水元丹,水系灵根权重永久+2
id:5229,火元丹,火系灵根权重永久+2
id:5230,土元丹,土系灵根权重永久+2
id:5301,回春丹,生命值+250
id:5302,易经丹,修为+15840，境界不足金丹期时服用，额外获得30丹毒。
id:5303,血煞丹,本场战斗所有技能伤害+3，每次使用技能受到一点伤害
id:5304,补灵丹,本场战斗开始时，每回合额外吸收两点灵气
id:5305,灵魄丹,神识+2
id:5306,金刚铁骨丹,生命值上限+7
id:5307,神行丹,遁速+3
id:5308,青冥丹,寿元+20
id:5309,鬼面炼心丹,心境+7
id:5310,天鑫丹,战斗开始时，每回合额外吸收一点金属性灵气。
id:5311,森芒丹,战斗开始时，每回合额外吸收一点木属性灵气。
id:5312,浩淼丹,战斗开始时，每回合额外吸收一点水属性灵气。
id:5313,阳焱丹,战斗开始时，每回合额外吸收一点火属性灵气。
id:5314,磊叠丹,战斗开始时，每回合额外吸收一点土属性灵气。
id:5315,九转再造丹,资质+3
id:5316,化毒丹,丹毒-20
id:5317,聚顶丹,结丹时的初始灵气数+1
id:5318,诱妖液,吸引周围的妖兽（持续1年）
id:5319,驱妖液,驱赶周围的妖兽（持续1年）
id:5320,玄元丹,悟性+2
id:5321,蚀月强魂丹,下次战斗神识加10。
id:5401,养元丹,生命值+400
id:5402,天尘丹,修为+118800，境界不足元婴期时服用，额外获得30丹毒。
id:5403,玄阳丹,没什么作用的丹药
id:5404,长生丹,寿元+30
id:5405,厉魄丹,神识+4
id:5406,朝元丹,在五气朝元阶段，每回合吸收灵气数+1
id:5407,鐾金元丹,提升金之道悟道经验600点
id:5408,森檀元丹,提升木之道悟道经验600点
id:5409,浩淼元丹,提升水之道悟道经验600点
id:5410,芒焰元丹,提升火之道悟道经验600点
id:5411,无垠元丹,提升土之道悟道经验600点
id:5412,天剑元丹,提升剑之道悟道经验600点
id:5413,炼魂元丹,提升神之道悟道经验600点
id:5414,道源丹,增加悟道点1点
id:5415,玉清昊元丹,悟性+4
id:5416,修髓丹,资质+9
id:5417,赤阳丹,生命值上限+20
id:5418,青灵丹,遁速+9
id:5419,少阴清灵丹,心境+9
id:5420,太乙降尘丹,丹毒-30
id:5421,大活络丹,回合结束时，若经脉低于50，立刻恢复自身10点经脉。（效果不可叠加）
id:5422,大醒神丹,回合结束时，若意志低于50，立刻恢复自身10点意志。（效果不可叠加）
id:5423,护脉丹,碎丹阶段，每回合开始时经脉恢复1
id:5424,黄泉再生丹,当结婴因意志溃散而失败时，可以避免死亡，并永久提升自身意志。
id:5425,锻脉丹,结婴时每回合【经脉】-1，【意志】-1。结婴成功后，可额外提升200点血量上限。
id:5501,九转灵蛇丹,恢复全部生命值
id:5502,天元神丹,修为+594000，境界不足化神期时服用，额外获得30丹毒。
id:5503,化劫丹,雷劫对你造成的伤害降低10%
id:5504,三阳锻魄丹,神识+12
id:5505,鎏鑫神丹,提升金之道悟道经验1000点
id:5506,檀芒神丹,提升木之道悟道经验1000点
id:5507,坎水神丹,提升水之道悟道经验1000点
id:5508,离火神丹,提升火之道悟道经验1000点
id:5509,尘磊神丹,提升土之道悟道经验1000点
id:5510,浩剑神丹,提升剑之道悟道经验1000点
id:5511,炼魂神丹,提升神之道悟道经验1000点
id:5512,天道源丹,增加悟道点3点
id:5513,太上玄门丹,悟性+6
id:5514,太乙炼髓丹,资质+12
id:5515,天命血凝丹,生命值上限+40
id:5516,太乙碧莹丹,遁速+12
id:5517,六阳长生丹,寿元+50
id:5518,天命炼心丹,心境+11
id:5519,太素祛邪丹,丹毒-50
id:5520,天命淬体丹,突破化神时，每次淬体效果+1（效果无法叠加）
id:5521,澄心塑魂丹,突破化神时，每次塑魂效果+1（效果无法叠加）
